timestamp,machine_id,machine_nom,capteur_id,capteur_type,grandeur,unite,valeur_mesuree,seuil_alerte_bas,seuil_alerte_haut,statut,batterie_pct,qualite_signal_pct,frequence_acquisition_hz,passerelle_iot,latence_ms
2026-04-14 00:17:30,R-077,Réducteur convoyeur,R-077-SEN-08,pression,pression,bar,7.8511,1.13,15.08,normal,100.0,93.7,2000,GW-MQTT-01,0.4
2026-04-14 00:17:21,P-311,Pompe centrifuge BP,P-311-SEN-01,accelerometre,accelerometre,mm/s,3.4238,0.55,7.28,normal,100.0,96.2,256,GW-MQTT-01,1.4
2026-04-14 00:17:47,P-311,Pompe centrifuge BP,P-311-SEN-02,accelerometre,accelerometre,g,0.7128,0.12,1.56,normal,100.0,98.4,128,GW-MQTT-01,1.0
2026-04-14 00:17:53,P-311,Pompe centrifuge BP,P-311-SEN-03,thermique,thermique,°C,60.3621,8.78,117.0,normal,100.0,96.1,256,GW-Modbus-03,0.8
2026-04-14 00:17:39,P-311,Pompe centrifuge BP,P-311-SEN-04,sonde_proximite,sonde_proximite,microns,80.8646,11.7,156.0,normal,100.0,97.3,1000,GW-MQTT-01,0.6
2026-04-14 00:17:31,P-311,Pompe centrifuge BP,P-311-SEN-05,ultrason,ultrason,dB,56.2774,8.19,109.2,normal,100.0,97.6,512,GW-OPCUA-02,1.4
2026-04-14 00:17:01,P-311,Pompe centrifuge BP,P-311-SEN-06,courant,courant,A,158.0363,23.4,312.0,normal,100.0,98.7,128,GW-MQTT-01,1.9
2026-04-14 00:17:05,P-311,Pompe centrifuge BP,P-311-SEN-07,debit,debit,m3/h,110.4124,16.57,221.0,normal,100.0,96.9,1000,GW-Modbus-03,0.4
2026-04-14 00:17:59,P-311,Pompe centrifuge BP,P-311-SEN-08,pression,pression,bar,8.9405,1.27,16.9,normal,100.0,95.4,1000,GW-Modbus-03,1.2
2026-04-14 01:43:03,P-204,Pompe centrifuge HP,P-204-SEN-01,accelerometre,accelerometre,mm/s,1.4778,0.25,3.36,normal,99.9,101.0,1000,GW-Modbus-03,1.5
2026-04-14 01:43:10,P-204,Pompe centrifuge HP,P-204-SEN-02,accelerometre,accelerometre,g,0.2592,0.05,0.72,normal,99.9,97.4,5000,GW-OPCUA-02,0.8
2026-04-14 01:43:12,P-204,Pompe centrifuge HP,P-204-SEN-03,thermique,thermique,°C,25.3082,4.05,54.01,normal,99.9,99.6,256,GW-MQTT-01,0.8
2026-04-14 01:43:56,P-204,Pompe centrifuge HP,P-204-SEN-04,sonde_proximite,sonde_proximite,microns,25.1229,5.4,72.02,normal,99.9,93.8,5000,GW-OPCUA-02,1.4
2026-04-14 01:43:30,P-204,Pompe centrifuge HP,P-204-SEN-05,ultrason,ultrason,dB,22.643,3.78,50.41,normal,99.9,94.6,512,GW-MQTT-01,1.4
2026-04-14 01:43:54,P-204,Pompe centrifuge HP,P-204-SEN-06,courant,courant,A,74.8657,10.8,144.01,normal,99.9,94.4,512,GW-MQTT-01,2.1
2026-04-14 01:43:11,P-204,Pompe centrifuge HP,P-204-SEN-07,debit,debit,m3/h,47.7673,7.65,102.0,normal,99.9,97.6,256,GW-MQTT-01,1.1
2026-04-14 01:43:16,P-204,Pompe centrifuge HP,P-204-SEN-08,pression,pression,bar,2.7826,0.58,7.8,normal,99.9,101.0,128,GW-OPCUA-02,0.8
2026-04-14 01:43:42,C-118,Compresseur à vis,C-118-SEN-01,accelerometre,accelerometre,mm/s,2.0171,0.31,4.15,normal,99.9,97.0,2000,GW-MQTT-01,0.8
2026-04-14 01:43:48,C-118,Compresseur à vis,C-118-SEN-02,accelerometre,accelerometre,g,0.5759,0.07,0.89,normal,99.9,100.0,512,GW-MQTT-01,0.7
2026-04-14 01:43:58,C-118,Compresseur à vis,C-118-SEN-03,thermique,thermique,°C,33.505,4.99,66.61,normal,99.9,98.4,1000,GW-MQTT-01,1.1
2026-04-14 01:43:45,C-118,Compresseur à vis,C-118-SEN-04,sonde_proximite,sonde_proximite,microns,38.1537,6.66,88.83,normal,99.9,93.5,256,GW-Modbus-03,0.8
2026-04-14 01:43:10,C-118,Compresseur à vis,C-118-SEN-05,ultrason,ultrason,dB,22.993,4.66,62.17,normal,99.9,97.0,512,GW-Modbus-03,1.6
2026-04-14 01:43:55,C-118,Compresseur à vis,C-118-SEN-06,courant,courant,A,84.1278,13.32,177.61,normal,99.9,96.1,1000,GW-MQTT-01,1.7
2026-04-14 01:43:53,C-118,Compresseur à vis,C-118-SEN-07,debit,debit,m3/h,62.5565,9.43,125.8,normal,99.9,97.1,2000,GW-Modbus-03,1.2
2026-04-14 01:43:56,C-118,Compresseur à vis,C-118-SEN-08,pression,pression,bar,4.2419,0.72,9.62,normal,99.9,95.7,2000,GW-Modbus-03,1.8
2026-04-14 01:43:42,V-302,Ventilateur tirage,V-302-SEN-01,accelerometre,accelerometre,mm/s,2.0127,0.37,4.93,normal,99.9,97.1,512,GW-OPCUA-02,1.3
2026-04-14 01:43:14,V-302,Ventilateur tirage,V-302-SEN-02,accelerometre,accelerometre,g,0.4623,0.08,1.06,normal,99.9,101.6,1000,GW-MQTT-01,0.9
2026-04-14 01:43:25,V-302,Ventilateur tirage,V-302-SEN-03,thermique,thermique,°C,41.5435,5.94,79.21,normal,99.9,98.5,5000,GW-Modbus-03,1.4
2026-04-14 01:43:24,V-302,Ventilateur tirage,V-302-SEN-04,sonde_proximite,sonde_proximite,microns,63.2914,7.92,105.64,normal,99.9,97.4,256,GW-OPCUA-02,0.8
2026-04-14 01:43:35,V-302,Ventilateur tirage,V-302-SEN-05,ultrason,ultrason,dB,32.4623,5.54,73.93,normal,99.9,97.0,256,GW-MQTT-01,1.1
2026-04-14 01:43:22,V-302,Ventilateur tirage,V-302-SEN-06,courant,courant,A,93.6976,15.84,211.22,normal,99.9,97.2,512,GW-OPCUA-02,1.4
2026-04-14 01:43:01,V-302,Ventilateur tirage,V-302-SEN-07,debit,debit,m3/h,73.1172,11.22,149.61,normal,99.9,96.2,128,GW-Modbus-03,1.1
2026-04-14 01:43:06,V-302,Ventilateur tirage,V-302-SEN-08,pression,pression,bar,5.2728,0.86,11.44,normal,99.9,98.5,256,GW-MQTT-01,0.8
2026-04-14 01:43:43,M-019,Moteur électrique 400kW,M-019-SEN-01,accelerometre,accelerometre,mm/s,3.1306,0.43,5.72,normal,99.9,94.3,256,GW-MQTT-01,1.6
2026-04-14 01:43:44,M-019,Moteur électrique 400kW,M-019-SEN-02,accelerometre,accelerometre,g,0.5992,0.09,1.22,normal,99.9,97.1,5000,GW-Modbus-03,0.7
2026-04-14 01:43:11,M-019,Moteur électrique 400kW,M-019-SEN-03,thermique,thermique,°C,43.3049,6.88,91.81,normal,99.9,95.0,256,GW-Modbus-03,0.9
2026-04-14 01:43:54,M-019,Moteur électrique 400kW,M-019-SEN-04,sonde_proximite,sonde_proximite,microns,63.0403,9.18,122.44,normal,99.9,94.4,2000,GW-MQTT-01,1.7
2026-04-14 01:43:21,M-019,Moteur électrique 400kW,M-019-SEN-05,ultrason,ultrason,dB,44.0789,6.43,85.7,normal,99.9,98.5,256,GW-Modbus-03,0.8
2026-04-14 01:43:31,M-019,Moteur électrique 400kW,M-019-SEN-06,courant,courant,A,117.4311,18.36,244.82,normal,99.9,95.4,256,GW-Modbus-03,0.5
2026-04-14 01:43:33,M-019,Moteur électrique 400kW,M-019-SEN-07,debit,debit,m3/h,87.2474,13.01,173.41,normal,99.9,95.3,2000,GW-OPCUA-02,1.5
2026-04-14 01:43:57,M-019,Moteur électrique 400kW,M-019-SEN-08,pression,pression,bar,6.5614,0.99,13.26,normal,99.9,92.8,1000,GW-OPCUA-02,1.4
2026-04-14 01:43:47,R-077,Réducteur convoyeur,R-077-SEN-01,accelerometre,accelerometre,mm/s,3.4015,0.49,6.5,normal,99.9,97.1,512,GW-Modbus-03,1.6
2026-04-14 01:43:17,R-077,Réducteur convoyeur,R-077-SEN-02,accelerometre,accelerometre,g,0.6316,0.1,1.39,normal,99.9,92.3,5000,GW-OPCUA-02,2.1
2026-04-14 01:43:54,R-077,Réducteur convoyeur,R-077-SEN-03,thermique,thermique,°C,55.0727,7.83,104.41,normal,99.9,93.8,256,GW-OPCUA-02,1.8
2026-04-14 01:43:48,R-077,Réducteur convoyeur,R-077-SEN-04,sonde_proximite,sonde_proximite,microns,72.7333,10.44,139.25,normal,99.9,95.1,5000,GW-MQTT-01,1.0
2026-04-14 01:43:09,R-077,Réducteur convoyeur,R-077-SEN-05,ultrason,ultrason,dB,46.7035,7.31,97.46,normal,99.9,96.8,5000,GW-Modbus-03,1.9
2026-04-14 01:43:44,R-077,Réducteur convoyeur,R-077-SEN-06,courant,courant,A,146.7709,20.88,278.42,normal,99.9,95.4,256,GW-Modbus-03,1.6
2026-04-14 01:43:49,R-077,Réducteur convoyeur,R-077-SEN-07,debit,debit,m3/h,92.728,14.79,197.21,normal,99.9,92.8,5000,GW-MQTT-01,0.9
2026-04-14 01:43:34,R-077,Réducteur convoyeur,R-077-SEN-08,pression,pression,bar,7.6079,1.13,15.08,normal,99.9,98.4,512,GW-Modbus-03,2.0
2026-04-14 01:43:33,P-311,Pompe centrifuge BP,P-311-SEN-01,accelerometre,accelerometre,mm/s,3.8564,0.55,7.29,normal,99.9,95.2,256,GW-OPCUA-02,1.0
2026-04-14 01:43:51,P-311,Pompe centrifuge BP,P-311-SEN-02,accelerometre,accelerometre,g,0.6923,0.12,1.56,normal,99.9,97.3,5000,GW-MQTT-01,0.5
2026-04-14 01:43:42,P-311,Pompe centrifuge BP,P-311-SEN-03,thermique,thermique,°C,57.0271,8.78,117.01,normal,99.9,96.8,512,GW-OPCUA-02,1.3
2026-04-14 01:43:25,P-311,Pompe centrifuge BP,P-311-SEN-04,sonde_proximite,sonde_proximite,microns,75.6302,11.7,156.05,normal,99.9,95.1,2000,GW-MQTT-01,1.4
2026-04-14 01:43:45,P-311,Pompe centrifuge BP,P-311-SEN-05,ultrason,ultrason,dB,55.2928,8.19,109.22,normal,99.9,96.4,128,GW-MQTT-01,1.3
2026-04-14 01:43:50,P-311,Pompe centrifuge BP,P-311-SEN-06,courant,courant,A,170.9051,23.4,312.03,normal,99.9,99.5,256,GW-MQTT-01,1.4
2026-04-14 01:43:00,P-311,Pompe centrifuge BP,P-311-SEN-07,debit,debit,m3/h,111.7534,16.57,221.01,normal,99.9,95.4,512,GW-OPCUA-02,1.3
2026-04-14 01:43:50,P-311,Pompe centrifuge BP,P-311-SEN-08,pression,pression,bar,8.6779,1.27,16.9,normal,99.9,95.1,256,GW-MQTT-01,1.6
2026-04-14 02:16:29,P-204,Pompe centrifuge HP,P-204-SEN-01,accelerometre,accelerometre,mm/s,1.4011,0.25,3.36,normal,99.7,96.9,128,GW-OPCUA-02,1.1
2026-04-14 02:16:48,P-204,Pompe centrifuge HP,P-204-SEN-02,accelerometre,accelerometre,g,0.3433,0.05,0.72,normal,99.9,99.0,512,GW-Modbus-03,1.3
2026-04-14 02:16:13,P-204,Pompe centrifuge HP,P-204-SEN-03,thermique,thermique,°C,28.5478,4.05,54.01,normal,99.7,93.6,1000,GW-OPCUA-02,1.2
2026-04-14 02:16:42,P-204,Pompe centrifuge HP,P-204-SEN-04,sonde_proximite,sonde_proximite,microns,41.5598,5.4,72.05,normal,99.8,95.1,1000,GW-Modbus-03,1.4
2026-04-14 02:16:59,P-204,Pompe centrifuge HP,P-204-SEN-05,ultrason,ultrason,dB,23.8204,3.78,50.42,normal,99.8,96.0,2000,GW-MQTT-01,1.3
2026-04-14 02:16:22,P-204,Pompe centrifuge HP,P-204-SEN-06,courant,courant,A,69.5015,10.8,144.02,normal,99.8,99.2,2000,GW-OPCUA-02,0.8
2026-04-14 02:16:11,P-204,Pompe centrifuge HP,P-204-SEN-07,debit,debit,m3/h,52.3461,7.65,102.01,normal,99.7,98.5,2000,GW-MQTT-01,1.7
2026-04-14 02:16:03,P-204,Pompe centrifuge HP,P-204-SEN-08,pression,pression,bar,3.8102,0.58,7.8,normal,99.9,97.3,256,GW-MQTT-01,1.0
2026-04-14 02:16:10,C-118,Compresseur à vis,C-118-SEN-01,accelerometre,accelerometre,mm/s,2.116,0.31,4.15,normal,99.7,96.8,128,GW-MQTT-01,1.2
2026-04-14 02:16:15,C-118,Compresseur à vis,C-118-SEN-02,accelerometre,accelerometre,g,0.4768,0.07,0.89,normal,99.8,99.6,128,GW-OPCUA-02,0.7
2026-04-14 02:16:07,C-118,Compresseur à vis,C-118-SEN-03,thermique,thermique,°C,33.2304,4.99,66.61,normal,99.8,97.6,256,GW-OPCUA-02,1.7
2026-04-14 02:16:22,C-118,Compresseur à vis,C-118-SEN-04,sonde_proximite,sonde_proximite,microns,40.5705,6.66,88.86,normal,99.7,94.7,2000,GW-MQTT-01,1.5
2026-04-14 02:16:33,C-118,Compresseur à vis,C-118-SEN-05,ultrason,ultrason,dB,33.693,4.66,62.18,normal,99.9,98.3,2000,GW-MQTT-01,0.9
2026-04-14 02:16:01,C-118,Compresseur à vis,C-118-SEN-06,courant,courant,A,87.8426,13.32,177.63,normal,99.7,96.0,256,GW-OPCUA-02,0.9
2026-04-14 02:16:06,C-118,Compresseur à vis,C-118-SEN-07,debit,debit,m3/h,62.962,9.43,125.81,normal,99.7,96.7,1000,GW-MQTT-01,0.8
2026-04-14 02:16:32,C-118,Compresseur à vis,C-118-SEN-08,pression,pression,bar,5.0566,0.72,9.62,normal,99.9,99.5,512,GW-OPCUA-02,1.0
2026-04-14 02:16:08,V-302,Ventilateur tirage,V-302-SEN-01,accelerometre,accelerometre,mm/s,2.981,0.37,4.94,normal,99.9,97.2,256,GW-MQTT-01,0.1
2026-04-14 02:16:00,V-302,Ventilateur tirage,V-302-SEN-02,accelerometre,accelerometre,g,0.4656,0.08,1.06,normal,99.8,98.5,128,GW-OPCUA-02,0.9
2026-04-14 02:16:29,V-302,Ventilateur tirage,V-302-SEN-03,thermique,thermique,°C,39.7252,5.94,79.22,normal,99.7,97.8,1000,GW-OPCUA-02,1.6
2026-04-14 02:16:44,V-302,Ventilateur tirage,V-302-SEN-04,sonde_proximite,sonde_proximite,microns,58.6634,7.92,105.67,normal,99.8,98.6,512,GW-MQTT-01,0.8
2026-04-14 02:16:54,V-302,Ventilateur tirage,V-302-SEN-05,ultrason,ultrason,dB,32.6843,5.54,73.95,normal,99.9,97.1,128,GW-Modbus-03,1.4
2026-04-14 02:16:25,V-302,Ventilateur tirage,V-302-SEN-06,courant,courant,A,108.2929,15.84,211.24,normal,99.7,97.6,256,GW-MQTT-01,1.3
2026-04-14 02:16:33,V-302,Ventilateur tirage,V-302-SEN-07,debit,debit,m3/h,71.1016,11.22,149.61,normal,99.9,101.3,5000,GW-Modbus-03,1.5
2026-04-14 02:16:20,V-302,Ventilateur tirage,V-302-SEN-08,pression,pression,bar,6.0486,0.86,11.44,normal,99.7,98.2,2000,GW-MQTT-01,0.4
2026-04-14 02:16:31,M-019,Moteur électrique 400kW,M-019-SEN-01,accelerometre,accelerometre,mm/s,2.7536,0.43,5.72,normal,99.8,98.4,2000,GW-OPCUA-02,1.4
2026-04-14 02:16:22,M-019,Moteur électrique 400kW,M-019-SEN-02,accelerometre,accelerometre,g,0.6534,0.09,1.23,normal,99.8,96.3,256,GW-OPCUA-02,2.0
2026-04-14 02:16:58,M-019,Moteur électrique 400kW,M-019-SEN-03,thermique,thermique,°C,46.6429,6.88,91.82,normal,99.9,96.8,256,GW-MQTT-01,1.1
2026-04-14 02:16:26,M-019,Moteur électrique 400kW,M-019-SEN-04,sonde_proximite,sonde_proximite,microns,74.1599,9.18,122.48,normal,99.7,93.4,2000,GW-Modbus-03,1.2
2026-04-14 02:16:13,M-019,Moteur électrique 400kW,M-019-SEN-05,ultrason,ultrason,dB,42.8022,6.43,85.71,normal,99.7,96.0,128,GW-OPCUA-02,1.4
2026-04-14 02:16:13,M-019,Moteur électrique 400kW,M-019-SEN-06,courant,courant,A,129.2102,18.36,244.84,normal,99.8,94.7,128,GW-Modbus-03,1.3
2026-04-14 02:16:18,M-019,Moteur électrique 400kW,M-019-SEN-07,debit,debit,m3/h,77.4533,13.01,173.41,normal,99.8,99.0,256,GW-MQTT-01,1.9
2026-04-14 02:16:59,M-019,Moteur électrique 400kW,M-019-SEN-08,pression,pression,bar,6.4493,0.99,13.26,normal,99.8,100.2,256,GW-Modbus-03,1.2
2026-04-14 02:16:54,R-077,Réducteur convoyeur,R-077-SEN-01,accelerometre,accelerometre,mm/s,3.1291,0.49,6.51,normal,99.8,99.8,128,GW-MQTT-01,1.0
2026-04-14 02:16:21,R-077,Réducteur convoyeur,R-077-SEN-02,accelerometre,accelerometre,g,0.6626,0.1,1.39,normal,99.7,98.8,128,GW-Modbus-03,0.8
2026-04-14 02:16:54,R-077,Réducteur convoyeur,R-077-SEN-03,thermique,thermique,°C,52.6857,7.83,104.42,normal,99.8,94.2,128,GW-OPCUA-02,1.4
2026-04-14 02:16:04,R-077,Réducteur convoyeur,R-077-SEN-04,sonde_proximite,sonde_proximite,microns,72.2789,10.44,139.29,normal,99.8,97.8,2000,GW-Modbus-03,0.4
2026-04-14 02:16:14,R-077,Réducteur convoyeur,R-077-SEN-05,ultrason,ultrason,dB,48.9729,7.31,97.48,normal,99.9,97.2,1000,GW-Modbus-03,1.0
2026-04-14 02:16:39,R-077,Réducteur convoyeur,R-077-SEN-06,courant,courant,A,150.0009,20.88,278.45,normal,99.8,96.9,1000,GW-OPCUA-02,1.3
2026-04-14 02:16:37,R-077,Réducteur convoyeur,R-077-SEN-07,debit,debit,m3/h,91.5691,14.79,197.21,normal,99.8,98.3,5000,GW-MQTT-01,1.2
2026-04-14 02:16:11,R-077,Réducteur convoyeur,R-077-SEN-08,pression,pression,bar,7.0055,1.13,15.08,normal,99.7,94.5,512,GW-Modbus-03,1.2
2026-04-14 02:16:09,P-311,Pompe centrifuge BP,P-311-SEN-01,accelerometre,accelerometre,mm/s,3.6647,0.55,7.29,normal,99.7,97.3,256,GW-OPCUA-02,0.9
2026-04-14 02:16:30,P-311,Pompe centrifuge BP,P-311-SEN-02,accelerometre,accelerometre,g,0.6409,0.12,1.56,normal,99.7,96.5,2000,GW-MQTT-01,0.4
2026-04-14 02:16:11,P-311,Pompe centrifuge BP,P-311-SEN-03,thermique,thermique,°C,60.6465,8.78,117.03,normal,99.9,93.6,1000,GW-Modbus-03,0.9
2026-04-14 02:16:10,P-311,Pompe centrifuge BP,P-311-SEN-04,sonde_proximite,sonde_proximite,microns,82.9188,11.7,156.1,normal,99.8,96.8,128,GW-Modbus-03,1.5
2026-04-14 02:16:10,P-311,Pompe centrifuge BP,P-311-SEN-05,ultrason,ultrason,dB,57.0105,8.19,109.24,normal,99.9,97.5,128,GW-Modbus-03,1.6
2026-04-14 02:16:03,P-311,Pompe centrifuge BP,P-311-SEN-06,courant,courant,A,159.4662,23.4,312.05,normal,99.8,95.1,256,GW-OPCUA-02,1.2
2026-04-14 02:16:32,P-311,Pompe centrifuge BP,P-311-SEN-07,debit,debit,m3/h,116.9866,16.57,221.02,normal,99.8,95.9,128,GW-OPCUA-02,1.0
2026-04-14 02:16:28,P-311,Pompe centrifuge BP,P-311-SEN-08,pression,pression,bar,8.4172,1.27,16.91,normal,99.9,92.5,1000,GW-Modbus-03,1.9
2026-04-14 03:17:03,P-204,Pompe centrifuge HP,P-204-SEN-01,accelerometre,accelerometre,mm/s,2.3151,0.25,3.37,normal,99.8,98.9,512,GW-Modbus-03,1.3
2026-04-14 03:17:33,P-204,Pompe centrifuge HP,P-204-SEN-02,accelerometre,accelerometre,g,0.5033,0.05,0.72,normal,99.6,98.9,1000,GW-OPCUA-02,1.0
2026-04-14 03:17:52,P-204,Pompe centrifuge HP,P-204-SEN-03,thermique,thermique,°C,25.6066,4.05,54.02,normal,99.8,95.8,256,GW-Modbus-03,1.1
2026-04-14 03:17:16,P-204,Pompe centrifuge HP,P-204-SEN-04,sonde_proximite,sonde_proximite,microns,54.1635,5.4,72.07,normal,99.7,101.6,5000,GW-OPCUA-02,1.8
2026-04-14 03:17:18,P-204,Pompe centrifuge HP,P-204-SEN-05,ultrason,ultrason,dB,26.1232,3.78,50.43,normal,99.6,95.3,1000,GW-MQTT-01,0.8
2026-04-14 03:17:49,P-204,Pompe centrifuge HP,P-204-SEN-06,courant,courant,A,64.2502,10.8,144.04,normal,99.6,94.3,1000,GW-Modbus-03,1.4
