timestamp,machine_id,machine_nom,machine_type,v_rms_mm_s,a_rms_g,a_peak_g,deplacement_pp_microns,vitesse_rotation_rpm,temperature_c,zone_iso_calculee,statut_alarme,crest_factor,facteur_k,facteur_fd,kurtosis,bpfo_freq_hz,bpfi_freq_hz,bsf_freq_hz,ftf_freq_hz,bpfo_amplitude,bpfi_amplitude,bsf_amplitude,puissance_kw,cout_horaire_arret_eur,bearing_ref
2026-04-14 03:00:00,P-311,Pompe centrifuge BP,pompe_centrifuge,8.317,14.74,43.613,8556.9,2958,64.6,D,danger,4.14,22.94,1.55,5.32,175.01,268.69,116.35,19.47,0.09367,0.07148,0.03147,180,3100,SKF 6312
2026-04-14 04:00:00,P-204,Pompe centrifuge HP,pompe_centrifuge,1.735,2.885,8.338,1635.9,2986,49.0,A,normal,3.74,4.32,1.8,3.98,177.67,270.23,118.44,19.76,0.13006,0.08718,0.04925,250,4200,SKF 6314
2026-04-14 04:00:00,C-118,Compresseur à vis,compresseur,2.261,3.894,12.513,2455.1,1486,59.2,A,normal,3.23,4.87,1.6,3.71,97.09,150.58,63.4,9.71,0.2013,0.08721,0.04531,500,6800,SKF 7314
2026-04-14 04:00:00,V-302,Ventilateur tirage,ventilateur,1.376,2.693,8.503,1668.3,974,43.2,A,normal,3.07,2.81,1.81,4.08,67.86,94.48,43.99,6.79,0.16631,0.07331,0.0499,75,1800,SKF 22216
2026-04-14 04:00:00,M-019,Moteur électrique 400kW,moteur_electrique,5.316,9.715,27.967,5487.1,1481,66.2,C,alerte,3.03,10.73,1.39,2.25,89.6,132.55,59.73,9.95,0.28288,0.1089,0.06949,400,5500,SKF 6320
2026-04-14 04:00:00,R-077,Réducteur convoyeur,reducteur,1.702,3.1,9.321,1828.8,716,42.4,A,normal,3.45,3.92,1.44,4.11,52.75,66.59,35.2,5.27,0.14097,0.07274,0.04741,55,950,SKF 2312
2026-04-14 04:00:00,P-311,Pompe centrifuge BP,pompe_centrifuge,8.022,14.898,44.615,8753.5,2961,63.3,D,danger,3.74,20.02,2.01,3.99,175.19,268.96,116.47,19.49,0.1204,0.03657,0.06021,180,3100,SKF 6312
2026-04-14 05:00:00,P-204,Pompe centrifuge HP,pompe_centrifuge,1.661,3.012,8.237,1616.1,2980,47.7,A,normal,4.0,4.43,1.21,4.06,177.31,269.69,118.21,19.72,0.12579,0.08401,0.04731,250,4200,SKF 6314
2026-04-14 05:00:00,C-118,Compresseur à vis,compresseur,3.047,5.872,17.221,3378.8,1481,60.8,B,normal,3.37,6.84,1.83,3.66,96.76,150.07,63.19,9.68,0.14264,0.07509,0.04172,500,6800,SKF 7314
2026-04-14 05:00:00,V-302,Ventilateur tirage,ventilateur,1.612,3.161,9.537,1871.2,981,44.7,A,normal,3.4,3.66,1.23,2.66,68.34,95.16,44.31,6.83,0.12749,0.09375,0.05422,75,1800,SKF 22216
2026-04-14 05:00:00,M-019,Moteur électrique 400kW,moteur_electrique,5.78,10.426,32.113,6300.6,1493,64.1,C,alerte,3.63,14.0,1.72,4.51,90.33,133.62,60.22,10.03,0.26681,0.04563,0.0572,400,5500,SKF 6320
2026-04-14 05:00:00,R-077,Réducteur convoyeur,reducteur,1.659,3.029,8.631,1693.4,721,40.3,A,normal,3.79,4.19,1.72,4.08,53.11,67.05,35.45,5.31,0.1427,0.09089,0.0564,55,950,SKF 2312
2026-04-14 05:00:00,P-311,Pompe centrifuge BP,pompe_centrifuge,11.191,19.873,58.924,11560.9,2961,74.3,D,danger,4.17,31.13,1.79,4.93,175.19,268.96,116.47,19.49,0.45644,0.13446,0.01575,180,3100,SKF 6312
2026-04-14 06:00:00,P-204,Pompe centrifuge HP,pompe_centrifuge,1.036,2.056,5.989,1175.0,2973,47.7,A,normal,3.4,2.35,1.69,4.32,176.89,269.06,117.93,19.67,0.1454,0.08117,0.04924,250,4200,SKF 6314
2026-04-14 06:00:00,C-118,Compresseur à vis,compresseur,3.312,6.483,18.562,3641.9,1487,60.5,B,normal,3.5,7.72,1.57,4.54,97.15,150.68,63.45,9.72,0.13246,0.10168,0.04916,500,6800,SKF 7314
2026-04-14 06:00:00,V-302,Ventilateur tirage,ventilateur,1.536,2.525,6.786,1331.4,978,44.7,A,normal,2.97,3.05,1.74,2.9,68.13,94.87,44.17,6.81,0.14624,0.08641,0.04797,75,1800,SKF 22216
2026-04-14 06:00:00,M-019,Moteur électrique 400kW,moteur_electrique,5.487,9.763,29.51,5789.9,1482,64.4,C,alerte,3.22,11.77,1.85,4.2,89.66,132.64,59.77,9.95,0.28795,0.07002,0.04132,400,5500,SKF 6320
2026-04-14 06:00:00,R-077,Réducteur convoyeur,reducteur,1.379,2.431,8.296,1627.7,716,43.3,A,normal,3.3,3.03,1.65,3.09,52.75,66.59,35.2,5.27,0.1552,0.09488,0.04947,55,950,SKF 2312
2026-04-14 06:00:00,P-311,Pompe centrifuge BP,pompe_centrifuge,8.887,15.873,47.973,9412.3,2965,66.1,D,danger,4.77,28.24,1.99,3.78,175.43,269.32,116.62,19.52,0.15109,0.16811,0.06629,180,3100,SKF 6312
2026-04-14 07:00:00,P-204,Pompe centrifuge HP,pompe_centrifuge,1.073,2.141,7.105,1394.0,2971,48.0,A,normal,2.93,2.1,1.52,3.13,176.77,268.88,117.85,19.66,0.12815,0.08412,0.0504,250,4200,SKF 6314
2026-04-14 07:00:00,C-118,Compresseur à vis,compresseur,3.26,5.552,15.961,3131.5,1483,63.5,B,normal,3.72,8.09,1.39,2.23,96.89,150.28,63.27,9.69,0.12574,0.15428,0.0435,500,6800,SKF 7314
2026-04-14 07:00:00,V-302,Ventilateur tirage,ventilateur,1.381,2.636,7.441,1459.9,979,41.8,A,normal,3.81,3.5,1.68,2.35,68.2,94.96,44.22,6.82,0.13516,0.07177,0.04841,75,1800,SKF 22216
2026-04-14 07:00:00,M-019,Moteur électrique 400kW,moteur_electrique,6.89,12.065,39.198,7690.6,1493,69.3,C,alerte,3.88,17.81,1.59,3.31,90.33,133.62,60.22,10.03,0.12492,0.125,0.05716,400,5500,SKF 6320
2026-04-14 07:00:00,R-077,Réducteur convoyeur,reducteur,1.251,2.472,6.657,1306.1,717,42.8,A,normal,3.05,2.54,2.2,2.15,52.82,66.68,35.25,5.28,0.15254,0.08128,0.04874,55,950,SKF 2312
2026-04-14 07:00:00,P-311,Pompe centrifuge BP,pompe_centrifuge,10.52,18.854,56.852,11154.4,2955,69.5,D,danger,4.48,31.44,1.38,5.11,174.84,268.41,116.23,19.45,0.21682,0.19392,0.04138,180,3100,SKF 6312
2026-04-14 08:00:00,P-204,Pompe centrifuge HP,pompe_centrifuge,2.007,3.472,10.968,2151.9,2977,53.3,A,normal,3.27,4.38,1.76,3.94,177.13,269.42,118.09,19.7,0.13372,0.09629,0.05371,250,4200,SKF 6314
2026-04-14 08:00:00,C-118,Compresseur à vis,compresseur,3.101,5.554,15.916,3122.7,1489,63.6,B,normal,3.99,8.25,1.63,3.28,97.28,150.89,63.53,9.73,0.08599,0.05071,0.05036,500,6800,SKF 7314
2026-04-14 08:00:00,V-302,Ventilateur tirage,ventilateur,1.356,1.865,5.144,1009.3,964,44.9,A,normal,3.0,2.71,1.73,3.22,67.16,93.51,43.54,6.72,0.13823,0.08121,0.04417,75,1800,SKF 22216
2026-04-14 08:00:00,M-019,Moteur électrique 400kW,moteur_electrique,4.953,8.827,26.439,5187.3,1490,61.9,C,alerte,3.94,13.02,1.53,2.8,90.14,133.35,60.1,10.01,0.25176,0.14467,0.03353,400,5500,SKF 6320
2026-04-14 08:00:00,R-077,Réducteur convoyeur,reducteur,0.895,1.381,3.272,642.0,724,40.3,A,normal,3.24,1.93,1.5,3.02,53.33,67.33,35.6,5.33,0.13841,0.07379,0.04782,55,950,SKF 2312
2026-04-14 08:00:00,P-311,Pompe centrifuge BP,pompe_centrifuge,7.423,12.886,38.149,7484.8,2966,59.6,D,danger,3.96,19.6,1.3,4.47,175.49,269.41,116.66,19.53,0.21101,0.03089,0.07626,180,3100,SKF 6312
2026-04-14 09:00:00,P-204,Pompe centrifuge HP,pompe_centrifuge,1.226,2.359,6.869,1347.7,2989,45.5,A,normal,3.65,2.98,2.09,3.74,177.85,270.5,118.56,19.78,0.14277,0.09476,0.04644,250,4200,SKF 6314
2026-04-14 09:00:00,C-118,Compresseur à vis,compresseur,3.228,5.842,18.506,3630.9,1494,62.2,B,normal,3.83,8.24,2.07,2.95,97.61,151.39,63.74,9.76,0.11465,0.09014,0.04348,500,6800,SKF 7314
2026-04-14 09:00:00,V-302,Ventilateur tirage,ventilateur,1.212,2.01,6.699,1314.3,974,43.4,A,normal,3.93,3.17,1.74,3.16,67.86,94.48,43.99,6.79,0.12413,0.09126,0.04961,75,1800,SKF 22216
2026-04-14 09:00:00,M-019,Moteur électrique 400kW,moteur_electrique,5.153,9.101,26.575,5214.0,1486,65.5,C,alerte,3.54,12.16,1.37,3.14,89.9,133.0,59.94,9.98,0.27154,0.18667,0.05467,400,5500,SKF 6320
2026-04-14 09:00:00,R-077,Réducteur convoyeur,reducteur,1.061,1.78,4.969,974.9,720,43.0,A,normal,3.43,2.42,1.94,4.12,53.04,66.96,35.4,5.3,0.16551,0.0859,0.05184,55,950,SKF 2312
2026-04-14 09:00:00,P-311,Pompe centrifuge BP,pompe_centrifuge,9.46,16.562,49.476,9707.2,2963,65.5,D,danger,4.55,28.67,1.76,4.67,175.31,269.14,116.54,19.51,0.05886,0.07016,0.06971,180,3100,SKF 6312
2026-04-14 10:00:00,P-204,Pompe centrifuge HP,pompe_centrifuge,1.787,3.354,11.704,2296.3,2983,46.8,A,normal,2.59,3.09,1.55,3.47,177.49,269.96,118.33,19.74,0.12581,0.0764,0.04693,250,4200,SKF 6314
2026-04-14 10:00:00,C-118,Compresseur à vis,compresseur,3.943,7.346,21.405,4199.7,1489,64.7,B,normal,4.06,10.68,1.7,2.72,97.28,150.89,63.53,9.73,0.15804,0.07849,0.04948,500,6800,SKF 7314
2026-04-14 10:00:00,V-302,Ventilateur tirage,ventilateur,1.527,2.985,10.452,2050.7,976,44.0,A,normal,3.87,3.94,2.07,2.87,67.99,94.67,44.08,6.8,0.20609,0.07863,0.04754,75,1800,SKF 22216
2026-04-14 10:00:00,M-019,Moteur électrique 400kW,moteur_electrique,5.904,10.26,30.645,6012.5,1486,63.4,C,alerte,3.98,15.66,1.58,3.82,89.9,133.0,59.94,9.98,0.06747,0.06299,0.0658,400,5500,SKF 6320
2026-04-14 10:00:00,R-077,Réducteur convoyeur,reducteur,1.838,3.319,10.216,2004.4,730,46.8,A,normal,3.42,4.19,1.99,3.53,53.78,67.89,35.89,5.38,0.1411,0.07536,0.05396,55,950,SKF 2312
2026-04-14 10:00:00,P-311,Pompe centrifuge BP,pompe_centrifuge,8.833,15.545,47.368,9293.6,2961,63.8,D,danger,4.37,25.73,1.77,4.77,175.19,268.96,116.47,19.49,0.14199,0.07908,0.06565,180,3100,SKF 6312
2026-04-14 11:00:00,P-204,Pompe centrifuge HP,pompe_centrifuge,1.596,3.072,9.805,1923.7,2986,49.2,A,normal,3.05,3.25,1.52,3.43,177.67,270.23,118.44,19.76,0.137,0.08395,0.06006,250,4200,SKF 6314
2026-04-14 11:00:00,C-118,Compresseur à vis,compresseur,2.881,4.981,14.392,2823.7,1484,58.1,B,normal,3.32,6.37,2.08,3.56,96.95,150.38,63.32,9.7,0.13046,0.0761,0.04799,500,6800,SKF 7314
2026-04-14 11:00:00,V-302,Ventilateur tirage,ventilateur,1.574,2.718,9.23,1810.9,981,43.9,A,normal,3.58,3.76,1.45,3.8,68.34,95.16,44.31,6.83,0.14123,0.07913,0.04693,75,1800,SKF 22216
2026-04-14 11:00:00,M-019,Moteur électrique 400kW,moteur_electrique,5.483,9.094,26.68,5234.6,1488,60.7,C,alerte,3.62,13.22,1.7,3.49,90.02,133.18,60.02,9.99,0.15756,0.05685,0.05965,400,5500,SKF 6320
2026-04-14 11:00:00,R-077,Réducteur convoyeur,reducteur,1.929,3.096,9.173,1799.7,723,41.1,A,normal,4.11,5.29,1.56,3.18,53.26,67.24,35.55,5.33,0.12554,0.08786,0.05733,55,950,SKF 2312
2026-04-14 11:00:00,P-311,Pompe centrifuge BP,pompe_centrifuge,8.363,14.998,44.98,8825.1,2959,64.8,D,danger,3.88,21.65,1.93,3.83,175.07,268.78,116.39,19.48,0.0792,0.15613,0.02617,180,3100,SKF 6312
2026-04-14 12:00:00,P-204,Pompe centrifuge HP,pompe_centrifuge,1.409,2.242,6.128,1202.3,2977,48.0,A,normal,3.38,3.17,1.65,3.38,177.13,269.42,118.09,19.7,0.1328,0.08706,0.05085,250,4200,SKF 6314
2026-04-14 12:00:00,C-118,Compresseur à vis,compresseur,2.873,5.184,15.656,3071.7,1489,61.4,B,normal,3.53,6.77,2.07,3.75,97.28,150.89,63.53,9.73,0.11011,0.09448,0.05201,500,6800,SKF 7314
2026-04-14 12:00:00,V-302,Ventilateur tirage,ventilateur,1.416,2.59,7.118,1396.6,981,42.3,A,normal,2.81,2.65,1.42,4.17,68.34,95.16,44.31,6.83,0.14785,0.08473,0.04888,75,1800,SKF 22216
2026-04-14 12:00:00,M-019,Moteur électrique 400kW,moteur_electrique,5.165,9.609,29.548,5797.3,1493,64.1,C,alerte,4.13,14.22,1.64,4.24,90.33,133.62,60.22,10.03,0.32964,0.10602,0.04096,400,5500,SKF 6320
2026-04-14 12:00:00,R-077,Réducteur convoyeur,reducteur,1.086,1.8,5.532,1085.4,718,40.8,A,normal,3.35,2.43,1.29,2.47,52.89,66.77,35.3,5.29,0.12241,0.084,0.05423,55,950,SKF 2312
2026-04-14 12:00:00,P-311,Pompe centrifuge BP,pompe_centrifuge,8.453,15.35,45.842,8994.2,2965,63.9,D,danger,4.66,26.29,1.92,4.72,175.43,269.32,116.62,19.52,0.0906,0.20946,0.05026,180,3100,SKF 6312
2026-04-14 13:00:00,P-204,Pompe centrifuge HP,pompe_centrifuge,1.039,1.671,5.439,1067.1,2984,47.2,A,normal,3.12,2.16,2.11,2.35,177.55,270.05,118.37,19.74,0.12516,0.08214,0.04784,250,4200,SKF 6314
2026-04-14 13:00:00,C-118,Compresseur à vis,compresseur,2.868,5.406,16.049,3148.8,1488,60.8,B,normal,3.26,6.24,2.14,4.03,97.22,150.78,63.49,9.72,0.18689,0.08944,0.05844,500,6800,SKF 7314
2026-04-14 13:00:00,V-302,Ventilateur tirage,ventilateur,2.021,3.981,12.412,2435.2,977,43.6,A,normal,4.05,5.46,1.71,3.73,68.06,94.77,44.13,6.81,0.12568,0.09575,0.04493,75,1800,SKF 22216
2026-04-14 13:00:00,M-019,Moteur électrique 400kW,moteur_electrique,5.923,10.229,30.301,5945.1,1494,62.7,C,alerte,3.65,14.42,1.55,3.22,90.39,133.71,60.26,10.03,0.11347,0.06146,0.07752,400,5500,SKF 6320
2026-04-14 13:00:00,R-077,Réducteur convoyeur,reducteur,1.534,3.031,10.198,2000.8,729,44.3,A,normal,3.8,3.89,1.26,3.84,53.7,67.8,35.84,5.37,0.11687,0.08685,0.04883,55,950,SKF 2312
2026-04-14 13:00:00,P-311,Pompe centrifuge BP,pompe_centrifuge,9.969,17.776,52.567,10313.6,2961,66.1,D,danger,4.27,28.35,1.6,4.74,175.19,268.96,116.47,19.49,0.12163,0.14085,0.05193,180,3100,SKF 6312
2026-04-14 14:00:00,P-204,Pompe centrifuge HP,pompe_centrifuge,1.681,2.779,10.518,2063.6,2982,48.1,A,normal,3.08,3.45,1.86,2.69,177.43,269.87,118.29,19.73,0.12775,0.08809,0.04503,250,4200,SKF 6314
2026-04-14 14:00:00,C-118,Compresseur à vis,compresseur,3.696,7.001,21.393,4197.3,1493,60.9,B,normal,3.67,9.05,1.56,3.15,97.54,151.29,63.7,9.75,0.07488,0.06556,0.04741,500,6800,SKF 7314
2026-04-14 14:00:00,V-302,Ventilateur tirage,ventilateur,1.866,4.323,12.834,2518.0,981,45.5,A,normal,4.11,5.12,1.56,3.38,68.34,95.16,44.31,6.83,0.16269,0.07325,0.05923,75,1800,SKF 22216
2026-04-14 14:00:00,M-019,Moteur électrique 400kW,moteur_electrique,6.242,11.245,34.277,6725.1,1490,67.4,C,alerte,4.21,17.52,1.47,4.16,90.14,133.35,60.1,10.01,0.20438,0.05451,0.04452,400,5500,SKF 6320
2026-04-14 14:00:00,R-077,Réducteur convoyeur,reducteur,1.061,1.949,6.738,1322.0,718,43.6,A,normal,3.81,2.69,1.84,2.71,52.89,66.77,35.3,5.29,0.12953,0.08019,0.04781,55,950,SKF 2312
2026-04-14 14:00:00,P-311,Pompe centrifuge BP,pompe_centrifuge,8.727,15.691,46.133,9051.3,2962,64.7,D,danger,4.76,27.68,1.77,4.19,175.25,269.05,116.51,19.5,0.10565,0.13022,0.07958,180,3100,SKF 6312
2026-04-14 15:00:00,P-204,Pompe centrifuge HP,pompe_centrifuge,1.643,3.036,7.702,1511.1,2979,47.2,A,normal,3.72,4.07,2.26,2.94,177.25,269.6,118.17,19.71,0.13184,0.09422,0.04937,250,4200,SKF 6314
2026-04-14 15:00:00,C-118,Compresseur à vis,compresseur,3.612,6.683,17.656,3464.1,1496,62.3,B,normal,3.34,8.05,1.74,3.37,97.74,151.59,63.83,9.77,0.15806,0.06185,0.05899,500,6800,SKF 7314
2026-04-14 15:00:00,V-302,Ventilateur tirage,ventilateur,1.751,2.835,9.13,1791.3,986,45.6,A,normal,3.87,4.52,1.74,2.9,68.69,95.64,44.53,6.87,0.13428,0.08378,0.05167,75,1800,SKF 22216
2026-04-14 15:00:00,M-019,Moteur électrique 400kW,moteur_electrique,4.514,8.051,25.183,4940.9,1486,59.6,C,alerte,3.55,10.69,2.18,4.11,89.9,133.0,59.94,9.98,0.11677,0.07547,0.06212,400,5500,SKF 6320
2026-04-14 15:00:00,R-077,Réducteur convoyeur,reducteur,1.784,3.12,10.375,2035.6,732,44.1,A,normal,2.94,3.5,2.21,3.66,53.92,68.08,35.99,5.39,0.1083,0.07836,0.0511,55,950,SKF 2312
2026-04-14 15:00:00,P-311,Pompe centrifuge BP,pompe_centrifuge,7.751,14.318,42.077,8255.5,2954,59.5,D,danger,3.67,18.96,2.06,3.83,174.78,268.32,116.19,19.45,0.10021,0.12719,0.04194,180,3100,SKF 6312
2026-04-14 16:00:00,P-204,Pompe centrifuge HP,pompe_centrifuge,1.577,3.172,9.12,1789.3,2964,50.6,A,normal,3.19,3.35,1.81,4.54,176.36,268.24,117.57,19.61,0.15557,0.09405,0.05333,250,4200,SKF 6314
2026-04-14 16:00:00,C-118,Compresseur à vis,compresseur,3.286,5.749,17.998,3531.2,1475,61.7,B,normal,4.1,8.99,1.61,2.73,96.37,149.47,62.93,9.64,0.17722,0.06809,0.04125,500,6800,SKF 7314
2026-04-14 16:00:00,V-302,Ventilateur tirage,ventilateur,1.171,2.241,7.997,1569.0,984,42.5,A,normal,2.66,2.08,1.72,3.18,68.55,95.45,44.44,6.86,0.13198,0.06862,0.05383,75,1800,SKF 22216
2026-04-14 16:00:00,M-019,Moteur électrique 400kW,moteur_electrique,6.326,11.658,35.36,6937.6,1480,69.4,C,alerte,4.1,17.29,1.95,4.06,89.54,132.46,59.69,9.94,0.07968,0.04884,0.05138,400,5500,SKF 6320
2026-04-14 16:00:00,R-077,Réducteur convoyeur,reducteur,1.437,2.584,8.183,1605.5,717,45.0,A,normal,3.02,2.9,1.4,3.1,52.82,66.68,35.25,5.28,0.15438,0.08741,0.05188,55,950,SKF 2312
2026-04-14 16:00:00,P-311,Pompe centrifuge BP,pompe_centrifuge,7.844,14.334,41.877,8216.3,2954,60.9,D,danger,3.89,20.35,2.53,4.19,174.78,268.32,116.19,19.45,0.12319,0.10519,0.04601,180,3100,SKF 6312
2026-04-14 17:00:00,P-204,Pompe centrifuge HP,pompe_centrifuge,1.726,3.548,10.486,2057.4,2977,51.8,A,normal,3.62,4.16,1.78,2.07,177.13,269.42,118.09,19.7,0.12619,0.07651,0.04756,250,4200,SKF 6314
2026-04-14 17:00:00,C-118,Compresseur à vis,compresseur,3.656,6.857,20.588,4039.4,1480,62.8,B,normal,3.83,9.33,2.03,4.75,96.69,149.97,63.15,9.67,0.14323,0.10334,0.05025,500,6800,SKF 7314
2026-04-14 17:00:00,V-302,Ventilateur tirage,ventilateur,1.552,2.673,8.565,1680.5,986,44.4,A,normal,3.31,3.42,1.88,3.14,68.69,95.64,44.53,6.87,0.13409,0.08667,0.0514,75,1800,SKF 22216
2026-04-14 17:00:00,M-019,Moteur électrique 400kW,moteur_electrique,4.27,7.181,21.005,4121.2,1489,62.0,B,normal,3.47,9.88,1.72,4.09,90.08,133.27,60.06,10.0,0.13997,0.08285,0.05366,400,5500,SKF 6320
2026-04-14 17:00:00,R-077,Réducteur convoyeur,reducteur,1.868,3.1,10.545,2068.9,721,44.1,A,normal,3.57,4.45,2.14,2.9,53.11,67.05,35.45,5.31,0.13534,0.07265,0.0494,55,950,SKF 2312
2026-04-14 17:00:00,P-311,Pompe centrifuge BP,pompe_centrifuge,7.923,14.626,45.156,8859.6,2957,62.1,D,danger,4.13,21.82,1.55,5.75,174.96,268.59,116.31,19.47,0.04802,0.09123,0.02379,180,3100,SKF 6312
2026-04-14 18:00:00,P-204,Pompe centrifuge HP,pompe_centrifuge,1.32,2.326,7.35,1442.1,2987,50.5,A,normal,3.32,2.92,1.74,2.28,177.73,270.32,118.48,19.76,0.11768,0.10029,0.05138,250,4200,SKF 6314
2026-04-14 18:00:00,C-118,Compresseur à vis,compresseur,3.185,5.431,16.537,3244.6,1480,60.5,B,normal,3.54,7.52,1.73,3.19,96.69,149.97,63.15,9.67,0.09962,0.05336,0.04465,500,6800,SKF 7314
